Period,Area,Mission,Category,Indicator,Observation,Notes
2019,E07000118,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.31389290320922,
2014,E07000118,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.45350014496419,
2017,E07000118,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.17537227974477,
2015,E07000118,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.75184608166842,
2016,E07000119,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.24632562911658,
2019,E07000119,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.43097743759516,
2014,E07000119,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.29124121305903,
2017,E07000119,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.17178359994126,
2015,E07000119,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.19855681436073,
2016,E07000120,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.44573602547061,
2019,E07000120,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.61012251958577,
2014,E07000120,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.442915318237,
2017,E07000120,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.43199614559744,
2015,E07000120,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.31056862940619,
2016,E07000121,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.80892138166015,
2019,E07000121,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.97405786123486,
2014,E07000121,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.52069870702698,
2017,E07000121,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.71497252718604,
2015,E07000121,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.40616714575881,
2016,E07000122,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.24969649638466,
2019,E07000122,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.62690741411804,
2014,E07000122,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.46475764312678,
2017,E07000122,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.12884216895282,
2015,E07000122,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.19088812686575,
2016,E07000123,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.44274449333939,
2019,E07000123,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.14093887925645,
2014,E07000123,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.80423035208233,
2017,E07000123,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.84850558201087,
2015,E07000123,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.97079694554925,
2016,E07000124,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.0740767677326,
2019,E07000124,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.11824050943957,
2014,E07000124,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.22590081282716,
2017,E07000124,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.59259310232149,
2015,E07000124,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.98616450068399,
2016,E07000125,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.38191218058918,
2019,E07000125,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.26279540650551,
2014,E07000125,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.87076734739758,
2017,E07000125,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.85654587403389,
2015,E07000125,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.79377264812123,
2016,E07000126,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.68006532339281,
2019,E07000126,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.10133123461682,
2014,E07000126,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.41113731686054,
2017,E07000126,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.28506857222931,
2015,E07000126,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.3221572078686,
2016,E07000127,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.41791682722883,
2019,E07000127,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.82849898248159,
2014,E07000127,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.26235497297907,
2017,E07000127,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.38156927626782,
2015,E07000127,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.37461026059499,
2016,E07000128,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.00361855487041,
2019,E07000128,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.63558797191263,
2014,E07000128,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.0059080169807,
2017,E07000128,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.29381767417699,
2015,E07000128,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.2998628639118,
2016,E11000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.17532646169983,
2019,E11000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.26661523672233,
2014,E11000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.97892311618776,
2017,E11000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.12008543945788,
2015,E11000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.7878516626968,
2016,E08000011,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.64762826706281,
2019,E08000011,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.94037715211286,
2014,E08000011,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.25475403994333,
2017,E08000011,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.52642588843709,
2015,E08000011,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.44610211164768,
2016,E08000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.99699636179015,
2019,E08000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.92440589856512,
2014,E08000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.71346376066712,
2017,E08000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.79063690895362,
2015,E08000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.45561763968407,
2016,E08000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.06842350027818,
2019,E08000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.13080375594744,
2014,E08000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.98630378771016,
2017,E08000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.03474840705241,
2015,E08000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.62245412064726,
2016,E08000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.21880858629573,
2019,E08000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.6169031837922,
2014,E08000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.17719602364578,
2017,E08000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.68254406683005,
2015,E08000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.96074989302525,
2016,E08000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.2917019489466,
2019,E08000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.42689987863397,
2014,E08000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.12791581952208,
2017,E08000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.19487106538383,
2015,E08000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.02670286693674,
2016,E12000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.6,
2014,E12000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.6,
2019,E12000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.80604328320756,
2017,E12000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.45310938853818,
